domain,english,igbo
general,Tomorrow Peter will very read tomorrow. now.,Peter ga gụọ echi.
food,Chioma ate soup.,Chioma riri ofe.
general,Emeka works quickly.,Emeka na-arụ ọrụ ngwa ngwa.
general,David works slowly.,David na-arụ ọrụ nwayọọ.
business,John sold the phone.,John rere ekwentị.
food,Ada ate beans.,Ada riri agwa.
weather,Please Mary likes often the sun. immediately.,Mary hụrụ anwụ n'anya.
food,Kindly rice really tastes good. again.,osikapa na-atọ ụtọ.
education,Now The school really is open. today.,ụlọ akwụkwọ meghere.
transportation,Emeka boarded a motorcycle.,Emeka banyere ọkada.
education,Obinna studies in the teacher.,Obinna na-amụ na onye nkuzi.
agriculture,Tomorrow yam really grows well. again.,ji na-eto nke ọma.
agriculture,Now The farmer often planted tomato. immediately.,Onye ọrụ ugbo kụrụ tomato.
weather,There is sun today. now.,anwụ dị taa.
weather,Kindly The sun is changing. carefully.,anwụ na-agbanwe.
technology,The always hardware is new. immediately.,họdụwia ahụ dị ọhụrụ.
food,Quickly garri tastes good. again.,garri na-atọ ụtọ.
technology,Today The sometimes website is new. now.,weebụsaịtị ahụ dị ọhụrụ.
education,Kindly Chinedu studies in often the teacher. immediately.,Chinedu na-amụ na onye nkuzi.
government,The election announced a meeting.,ntuli aka kwupụtara nzukọ.
business,Quickly The trader often visited Enugu. immediately.,Onye ahịa gara Enugu.
general,Today Emeka sometimes works quickly. again.,Emeka na-arụ ọrụ ngwa ngwa.
government,Quickly The election was peaceful. immediately.,Ntuli aka gara nke ọma.
transportation,Obinna boarded a airport.,Obinna banyere ọdụ ụgbọ elu.
government,Kindly The senator announced sometimes a meeting. today.,senetọ kwupụtara nzukọ.
education,David studies in the school.,David na-amụ na ụlọ akwụkwọ.
government,Now The government sometimes announced a meeting.,gọọmenti kwupụtara nzukọ.
general,Today John lives often in Nigeria. today.,John bi na Naịjirịa.
transportation,Chinedu travelled to Lagos.,Chinedu gara Lagos.
general,Kindly Chinedu really has a computer. now.,Chinedu nwere kọmputa.
agriculture,Now yam very grows well. now.,ji na-eto nke ọma.
technology,Kindly Emeka always repaired the software.,Emeka rụziri sọftụwia.
technology,Ada repaired the keyboard.,Ada rụziri kiibọdụ.
agriculture,Tomorrow cocoyam really grows well.,ede na-eto nke ọma.
agriculture,Please The farmer planted cassava. today.,Onye ọrụ ugbo kụrụ akpụ.
agriculture,Now The farmer planted vegetable.,Onye ọrụ ugbo kụrụ akwukwo nri.
technology,John always repaired the computer. today.,John rụziri kọmputa.
weather,Now The rain is changing. now.,mmiri ozuzo na-agbanwe.
technology,Chioma uses a computer.,Chioma na-eji kọmputa.
general,Chioma works quickly.,Chioma na-arụ ọrụ ngwa ngwa.
food,David cooked garri.,David siri garri.
government,The president announced a meeting.,onye isi ala kwupụtara nzukọ.
food,Peter ate soup.,Peter riri ofe.
business,Today The trader often visited Kano.,Onye ahịa gara Kano.
health,Today Obinna visited very the hospital today. immediately.,Obinna gara ụlọ ọgwụ taa.
food,Now Grace always cooked meat. now.,Grace siri anụ.
transportation,Please Chinedu always boarded a airport.,Chinedu banyere ọdụ ụgbọ elu.
general,Kindly Mary really will eat tomorrow. carefully.,Mary ga rie echi.
education,Today Mary studies in really the assignment. now.,Mary na-amụ na ọrụ ụlọ.
general,Grace has a chair.,Grace nwere oche.
education,Chinedu studies in the library.,Chinedu na-amụ na ọba akwụkwọ.
weather,Please The rain always is changing. now.,mmiri ozuzo na-agbanwe.
food,Kindly egg sometimes tastes good. immediately.,akwa na-atọ ụtọ.
general,Kindly John will really sell tomorrow. carefully.,John ga ree echi.
business,Grace sold the table.,Grace rere tebụl.
business,Kindly The trader really visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
business,Tomorrow Chinedu sometimes sold the chair. now.,Chinedu rere oche.
weather,There often is cloud today. again.,igwe ojii dị taa.
education,Tomorrow Mary studies in always the student. now.,Mary na-amụ na nwa akwụkwọ.
agriculture,Chioma harvested pepper.,Chioma kpọrọ ose.
technology,Now Chinedu repaired very the keyboard. immediately.,Chinedu rụziri kiibọdụ.
health,Now Peter always has typhoid. today.,Peter nwere taịfọd.
agriculture,Kindly Chioma harvested maize. now.,Chioma kpọrọ ọka.
health,Quickly The doctor treated malaria. immediately.,Dọkịta gwọrọ iba.
education,Tomorrow Mary studies very in the library. now.,Mary na-amụ na ọba akwụkwọ.
business,Please Ada sold the bag. immediately.,Ada rere akpa.
technology,Kindly Emeka always uses a website. today.,Emeka na-eji weebụsaịtị.
food,Kindly Emeka ate meat. again.,Emeka riri anụ.
transportation,Peter boarded a motorcycle.,Peter banyere ọkada.
business,David often bought fish. carefully.,David zụtara azụ.
government,Please Chinedu met very the election. today.,Chinedu zutere ntuli aka.
agriculture,Today David often harvested cassava. immediately.,David kpọrọ akpụ.
government,Grace met the government.,Grace zutere gọọmenti.
agriculture,Now Peter always harvested yam. immediately.,Peter kpọrọ ji.
transportation,David travelled to Lagos.,David gara Lagos.
food,Please Obinna often ate egg. immediately.,Obinna riri akwa.
food,Now Chioma always ate fish. immediately.,Chioma riri azụ.
health,Chioma has flu.,Chioma nwere oyi.
general,Please Obinna very is a electrician.,Obinna bụ onye ọkụ eletrik.
business,Today The trader sometimes visited Enugu. again.,Onye ahịa gara Enugu.
general,Peter lives in Onitsha.,Peter bi na Ọnịcha.
agriculture,Kindly Emeka always harvested cocoyam. now.,Emeka kpọrọ ede.
general,Today The phone is new. again.,ekwentị ahụ dị ọhụrụ.
technology,Chinedu often repaired the hardware. carefully.,Chinedu rụziri họdụwia.
health,John has diabetes.,John nwere shuga.
transportation,John travelled to Owerri.,John gara Owerri.
agriculture,Tomorrow The sometimes farmer planted pepper. again.,Onye ọrụ ugbo kụrụ ose.
agriculture,pepper really grows well. now.,ose na-eto nke ọma.
food,Emeka very cooked bread. again.,Emeka siri achịcha.
health,The doctor very treated typhoid. immediately.,Dọkịta gwọrọ taịfọd.
agriculture,The always farmer planted rice. immediately.,Onye ọrụ ugbo kụrụ osikapa.
health,Please Grace has typhoid. now.,Grace nwere taịfọd.
agriculture,Tomorrow Mary always harvested tomato. carefully.,Mary kpọrọ tomato.
government,Grace sometimes met the president. again.,Grace zutere onye isi ala.
education,Tomorrow The student is open. carefully.,nwa akwụkwọ meghere.
business,Tomorrow The trader visited Abuja. again.,Onye ahịa gara Abuja.
general,Tomorrow Obinna has always a chair.,Obinna nwere oche.
business,Peter sold the chair.,Peter rere oche.
business,Kindly David always bought soup. today.,David zụtara ofe.
business,Now David sold the computer. today.,David rere kọmputa.
weather,Quickly There often is sun today.,anwụ dị taa.
government,Obinna met the president.,Obinna zutere onye isi ala.
technology,The mouse very is new.,maụs ahụ dị ọhụrụ.
health,Quickly The doctor often treated typhoid. now.,Dọkịta gwọrọ taịfọd.
transportation,Please Mary boarded a bus. immediately.,Mary banyere bọs.
general,Kindly Mary has always a book.,Mary nwere akwụkwọ.
technology,Today Mary repaired the hardware. today.,Mary rụziri họdụwia.
government,Please The often election was peaceful. immediately.,Ntuli aka gara nke ọma.
general,Chioma lives in Abuja.,Chioma bi na Abuja.
technology,Today Emeka uses sometimes a database. immediately.,Emeka na-eji ụlọ nchekwa data.
agriculture,Emeka harvested rice.,Emeka kpọrọ osikapa.
technology,Please The always keyboard is new. today.,kiibọdụ ahụ dị ọhụrụ.
general,Please The sometimes chair is fast. again.,oche ahụ dị ngwa ngwa.
general,Peter lives in Owerri.,Peter bi na Owerri.
government,Today Ada always met the government.,Ada zutere gọọmenti.
general,Today Obinna will always sell tomorrow. today.,Obinna ga ree echi.
health,Now The very doctor treated diabetes. again.,Dọkịta gwọrọ shuga.
weather,Please The sometimes cloud is changing. carefully.,igwe ojii na-agbanwe.
agriculture,Tomorrow Ada always harvested cocoyam. today.,Ada kpọrọ ede.
business,Emeka bought beans.,Emeka zụtara agwa.
education,Every really engineer needs education. carefully.,injinia niile chọrọ agụmakwụkwọ.
agriculture,Please Obinna sometimes harvested tomato. now.,Obinna kpọrọ tomato.
transportation,Ada boarded a bus.,Ada banyere bọs.
agriculture,Quickly The very farmer planted rice. carefully.,Onye ọrụ ugbo kụrụ osikapa.
transportation,Kindly Chinedu very boarded a bicycle.,Chinedu banyere igwe kwụ otu ebe.
food,Kindly meat really tastes good.,anụ na-atọ ụtọ.
business,Ada bought rice.,Ada zụtara osikapa.
food,Now Chioma sometimes cooked garri. today.,Chioma siri garri.
food,Today Chioma often cooked rice. now.,Chioma siri osikapa.
transportation,Today The very airport arrived early. today.,ọdụ ụgbọ elu rutere n'oge.
business,Chinedu sold the chair.,Chinedu rere oche.
food,Chioma ate meat.,Chioma riri anụ.
general,Please Peter will write tomorrow. now.,Peter ga dee echi.
business,The trader visited Nigeria.,Onye ahịa gara Naịjirịa.
education,Emeka studies in the library.,Emeka na-amụ na ọba akwụkwọ.
technology,Ada repaired the website.,Ada rụziri weebụsaịtị.
weather,Now There sometimes is weather today.,ihu igwe dị taa.
government,Grace met the president.,Grace zutere onye isi ala.
agriculture,Now Chinedu sometimes harvested cassava. carefully.,Chinedu kpọrọ akpụ.
health,John visited the hospital today.,John gara ụlọ ọgwụ taa.
general,John has a computer.,John nwere kọmputa.
food,Tomorrow David sometimes cooked cassava. now.,David siri akpụ.
health,Grace visited the hospital today.,Grace gara ụlọ ọgwụ taa.
education,Now Every teacher often needs education. again.,onye nkuzi niile chọrọ agụmakwụkwọ.
technology,Today The very hardware is new. again.,họdụwia ahụ dị ọhụrụ.
technology,Ada repaired the software.,Ada rụziri sọftụwia.
food,rice sometimes tastes good. today.,osikapa na-atọ ụtọ.
government,Please The governor really announced a meeting. again.,gọvanọ kwupụtara nzukọ.
weather,The cloud is changing.,igwe ojii na-agbanwe.
food,Chioma ate cassava.,Chioma riri akpụ.
agriculture,Now The farmer planted maize. immediately.,Onye ọrụ ugbo kụrụ ọka.
government,Today The election always was peaceful. immediately.,Ntuli aka gara nke ọma.
food,Tomorrow Peter often cooked meat. now.,Peter siri anụ.
weather,Quickly The sun always is changing. immediately.,anwụ na-agbanwe.
technology,Quickly Ada uses always a website. carefully.,Ada na-eji weebụsaịtị.
health,Now Emeka visited very the hospital today.,Emeka gara ụlọ ọgwụ taa.
agriculture,The farmer sometimes planted tomato. again.,Onye ọrụ ugbo kụrụ tomato.
health,Kindly The doctor treated flu. immediately.,Dọkịta gwọrọ oyi.
general,Now Chinedu really has a table. today.,Chinedu nwere tebụl.
weather,Now Ada likes sometimes the rain. now.,Ada hụrụ mmiri ozuzo n'anya.
weather,Quickly There is always storm today. today.,oke ifufe dị taa.
general,Tomorrow Obinna is a driver.,Obinna bụ onye ọkwọ ụgbọala.
weather,Tomorrow The storm is changing. again.,oke ifufe na-agbanwe.
technology,Today Emeka often uses a database. now.,Emeka na-eji ụlọ nchekwa data.
food,Please Obinna always cooked rice.,Obinna siri osikapa.
education,John studies in the school.,John na-amụ na ụlọ akwụkwọ.
general,Chinedu always lives in Enugu. now.,Chinedu bi na Enugu.
government,Mary met the government.,Mary zutere gọọmenti.
general,Ada works quickly.,Ada na-arụ ọrụ ngwa ngwa.
general,Tomorrow Chioma very has a table.,Chioma nwere tebụl.
business,Peter bought beans.,Peter zụtara agwa.
government,Kindly Obinna sometimes met the election. today.,Obinna zutere ntuli aka.
transportation,Tomorrow Grace boarded always a road. now.,Grace banyere ụzọ.
agriculture,Kindly yam really grows well. again.,ji na-eto nke ọma.
business,Now Ada always sold the phone. again.,Ada rere ekwentị.
business,Quickly Peter sometimes bought cassava. today.,Peter zụtara akpụ.
education,Please The library is open. today.,ọba akwụkwọ meghere.
health,Tomorrow The doctor treated fever. again.,Dọkịta gwọrọ ahụ ọkụ.
food,Ada ate egg.,Ada riri akwa.
transportation,The motorcycle arrived early.,ọkada rutere n'oge.
education,Please The very teacher is open. immediately.,onye nkuzi meghere.
government,Grace met always the president. immediately.,Grace zutere onye isi ala.
weather,The often storm is changing. immediately.,oke ifufe na-agbanwe.
weather,Quickly There is very wind today. immediately.,ifufe dị taa.
technology,David repaired the hardware.,David rụziri họdụwia.
agriculture,Please Obinna often harvested rice. today.,Obinna kpọrọ osikapa.
government,Quickly The always election was peaceful. immediately.,Ntuli aka gara nke ọma.
education,Please Chinedu very studies in the library. again.,Chinedu na-amụ na ọba akwụkwọ.
general,John lives in Enugu.,John bi na Enugu.
transportation,Kindly Obinna boarded often a car. today.,Obinna banyere ụgbọala.
government,Today The governor really announced a meeting. carefully.,gọvanọ kwupụtara nzukọ.
technology,David uses always a computer.,David na-eji kọmputa.
agriculture,Kindly David really harvested rice. carefully.,David kpọrọ osikapa.
education,Tomorrow Every sometimes tailor needs education. today.,onye akwa niile chọrọ agụmakwụkwọ.
government,Kindly The government always announced a meeting.,gọọmenti kwupụtara nzukọ.
education,The student really is open. immediately.,nwa akwụkwọ meghere.
general,Please Mary is always a student. immediately.,Mary bụ nwata akwụkwọ.
weather,Quickly There sometimes is weather today. now.,ihu igwe dị taa.
education,Kindly Peter very studies in the assignment. carefully.,Peter na-amụ na ọrụ ụlọ.
health,Emeka has typhoid.,Emeka nwere taịfọd.
transportation,Today Grace always boarded a car. today.,Grace banyere ụgbọala.
health,Today Mary always visited the hospital today.,Mary gara ụlọ ọgwụ taa.
business,Grace really sold the phone. again.,Grace rere ekwentị.
business,Kindly Grace really sold the table. today.,Grace rere tebụl.
general,The chair is small.,oche ahụ dị obere.
technology,Now Ada often uses a database.,Ada na-eji ụlọ nchekwa data.
food,Please Chinedu always ate soup.,Chinedu riri ofe.
agriculture,Peter harvested cocoyam.,Peter kpọrọ ede.
government,The election announced often a meeting. immediately.,ntuli aka kwupụtara nzukọ.
government,Quickly The election sometimes was peaceful. again.,Ntuli aka gara nke ọma.
agriculture,John harvested maize.,John kpọrọ ọka.
government,Quickly Chinedu sometimes met the senator.,Chinedu zutere senetọ.
transportation,Kindly Chinedu boarded often a bus. immediately.,Chinedu banyere bọs.
health,Tomorrow Obinna visited the sometimes hospital today. now.,Obinna gara ụlọ ọgwụ taa.
health,Please The always doctor treated malaria. carefully.,Dọkịta gwọrọ iba.
general,Quickly The book is small. again.,akwụkwọ ahụ dị obere.
government,Quickly Grace met very the government. immediately.,Grace zutere gọọmenti.
business,The trader visited Lagos.,Onye ahịa gara Lagos.
transportation,Now The very airport arrived early. again.,ọdụ ụgbọ elu rutere n'oge.
weather,Grace likes the wind.,Grace hụrụ ifufe n'anya.
agriculture,Today The farmer very planted rice.,Onye ọrụ ugbo kụrụ osikapa.
education,Quickly Mary sometimes studies in the examination. again.,Mary na-amụ na ule.
education,The library is open.,ọba akwụkwọ meghere.
general,Ada works well.,Ada na-arụ ọrụ nke ọma.
business,Now Chinedu sold really the car. now.,Chinedu rere ụgbọala.
agriculture,Tomorrow cassava very grows well. carefully.,akpụ na-eto nke ọma.
transportation,Tomorrow The bicycle sometimes arrived early. again.,igwe kwụ otu ebe rutere n'oge.
education,Now The very examination is open. again.,ule meghere.
education,Tomorrow The school really is open. carefully.,ụlọ akwụkwọ meghere.
health,The doctor treated diabetes. carefully.,Dọkịta gwọrọ shuga.
agriculture,Tomorrow yam often grows well. immediately.,ji na-eto nke ọma.
weather,Please The storm is changing. today.,oke ifufe na-agbanwe.
weather,Now There often is weather today. again.,ihu igwe dị taa.
agriculture,Quickly David always harvested cassava. carefully.,David kpọrọ akpụ.
health,Please Chioma has flu.,Chioma nwere oyi.
technology,Peter uses a computer.,Peter na-eji kọmputa.
food,Kindly John cooked fish. carefully.,John siri azụ.
weather,Kindly Chioma sometimes likes the cloud. carefully.,Chioma hụrụ igwe ojii n'anya.
weather,Ada likes the cloud.,Ada hụrụ igwe ojii n'anya.
weather,Tomorrow There is always sun today. carefully.,anwụ dị taa.
government,Chinedu really met the minister. immediately.,Chinedu zutere mịnista.
technology,Today Peter uses always a website.,Peter na-eji weebụsaịtị.
government,Now Peter sometimes met the president. again.,Peter zutere onye isi ala.
technology,Kindly David uses a mouse. today.,David na-eji maụs.
education,The examination often is open. now.,ule meghere.
business,Chioma bought rice.,Chioma zụtara osikapa.
weather,Tomorrow There is very sun today.,anwụ dị taa.
agriculture,Tomorrow The farmer very planted pepper. now.,Onye ọrụ ugbo kụrụ ose.
education,Tomorrow Every police sometimes officer needs education. again.,onye uwe ojii niile chọrọ agụmakwụkwọ.
weather,Quickly There is really weather today. now.,ihu igwe dị taa.
agriculture,Peter harvested rice. immediately.,Peter kpọrọ osikapa.
business,Now Chinedu really sold the bag. again.,Chinedu rere akpa.
education,Quickly The really examination is open. now.,ule meghere.
general,David lives in Abuja.,David bi na Abuja.
health,Quickly Emeka always has typhoid. immediately.,Emeka nwere taịfọd.
weather,Grace likes the cloud.,Grace hụrụ igwe ojii n'anya.
general,Quickly Emeka really is a programmer. now.,Emeka bụ onye mmemme kọmputa.
food,Tomorrow John sometimes cooked fish. now.,John siri azụ.
business,The very trader visited Enugu. immediately.,Onye ahịa gara Enugu.
education,Every doctor needs education.,dọkịta niile chọrọ agụmakwụkwọ.
general,Kindly The really bag is old. today.,akpa ahụ dị ochie.
food,Now Chinedu cooked cassava. today.,Chinedu siri akpụ.
food,David cooked rice.,David siri osikapa.
food,Grace ate fish.,Grace riri azụ.
weather,Tomorrow The wind is changing.,ifufe na-agbanwe.
general,The book is big.,akwụkwọ ahụ dị ukwu.
general,Mary has a book.,Mary nwere akwụkwọ.
government,Please Obinna met sometimes the senator. carefully.,Obinna zutere senetọ.
general,Obinna very works quickly. immediately.,Obinna na-arụ ọrụ ngwa ngwa.
food,Please fish always tastes good.,azụ na-atọ ụtọ.
weather,Quickly The sun sometimes is changing.,anwụ na-agbanwe.
health,Now David visited the really hospital today. again.,David gara ụlọ ọgwụ taa.
agriculture,Obinna harvested pepper.,Obinna kpọrọ ose.
business,Now Mary sold the phone. now.,Mary rere ekwentị.
transportation,Chinedu boarded a bicycle.,Chinedu banyere igwe kwụ otu ebe.
general,Today Ada is very a mechanic. now.,Ada bụ onye nrụzi ụgbọala.
general,David is a teacher.,David bụ onye nkuzi.
government,Now The election always was peaceful. now.,Ntuli aka gara nke ọma.
transportation,Tomorrow Chinedu boarded a bicycle.,Chinedu banyere igwe kwụ otu ebe.
general,Now The sometimes car is old.,ụgbọala ahụ dị ochie.
business,Peter sold the computer.,Peter rere kọmputa.
food,fish tastes good.,azụ na-atọ ụtọ.
weather,There is rain today.,mmiri ozuzo dị taa.
education,Chinedu studies in the student.,Chinedu na-amụ na nwa akwụkwọ.
government,Tomorrow Grace sometimes met the senator. now.,Grace zutere senetọ.
education,Kindly The classroom very is open. today.,ụlọ klas meghere.
health,Kindly Ada visited the hospital today.,Ada gara ụlọ ọgwụ taa.
health,Tomorrow The doctor sometimes treated cholera. immediately.,Dọkịta gwọrọ kọlera.
business,Chinedu bought cassava.,Chinedu zụtara akpụ.
transportation,John boarded a bus.,John banyere bọs.
education,Mary studies in the school.,Mary na-amụ na ụlọ akwụkwọ.
education,Every teacher needs education.,onye nkuzi niile chọrọ agụmakwụkwọ.
government,Peter met the minister.,Peter zutere mịnista.
general,Ada lives in Onitsha.,Ada bi na Ọnịcha.
business,Quickly Chinedu sold sometimes the phone. carefully.,Chinedu rere ekwentị.
transportation,Emeka boarded really a car. again.,Emeka banyere ụgbọala.
education,Now Every very doctor needs education. again.,dọkịta niile chọrọ agụmakwụkwọ.
food,Please bread often tastes good. immediately.,achịcha na-atọ ụtọ.
business,Emeka sold the bag.,Emeka rere akpa.
transportation,Grace travelled to Kano.,Grace gara Kano.
education,Tomorrow Ada studies in often the school. carefully.,Ada na-amụ na ụlọ akwụkwọ.
food,Please Ada very ate soup. today.,Ada riri ofe.
weather,Please Ada likes sometimes the cloud. now.,Ada hụrụ igwe ojii n'anya.
agriculture,Obinna harvested yam.,Obinna kpọrọ ji.
education,Obinna studies in the library.,Obinna na-amụ na ọba akwụkwọ.
agriculture,Today cassava really grows well. immediately.,akpụ na-eto nke ọma.
transportation,Chioma boarded a bicycle.,Chioma banyere igwe kwụ otu ebe.
general,Emeka works well.,Emeka na-arụ ọrụ nke ọma.
government,Please The election always was peaceful. immediately.,Ntuli aka gara nke ọma.
business,Grace sold the computer.,Grace rere kọmputa.
transportation,Peter travelled to Abuja.,Peter gara Abuja.
government,Quickly The election sometimes was peaceful. today.,Ntuli aka gara nke ọma.
health,David always visited the hospital today. again.,David gara ụlọ ọgwụ taa.
general,Peter is a chef.,Peter bụ onye isi nri.
health,Now The sometimes doctor treated flu. today.,Dọkịta gwọrọ oyi.
food,Kindly cassava tastes good. immediately.,akpụ na-atọ ụtọ.
general,Tomorrow Peter has always a book. today.,Peter nwere akwụkwọ.
education,Quickly The really classroom is open. today.,ụlọ klas meghere.
food,Today yam often tastes good. today.,ji na-atọ ụtọ.
technology,Now The software really is new. immediately.,sọftụwia ahụ dị ọhụrụ.
government,Kindly John met often the governor.,John zutere gọvanọ.
business,David sold the book.,David rere akwụkwọ.
business,Please Grace often bought yam.,Grace zụtara ji.
education,Today Every often trader needs education.,onye ahịa niile chọrọ agụmakwụkwọ.
agriculture,Tomorrow The farmer often planted maize. immediately.,Onye ọrụ ugbo kụrụ ọka.
education,Now Every tailor needs education. now.,onye akwa niile chọrọ agụmakwụkwọ.
business,Grace sold the phone.,Grace rere ekwentị.
transportation,Mary travelled to Owerri.,Mary gara Owerri.
transportation,Please John always travelled to Lagos. today.,John gara Lagos.
government,Tomorrow The often election announced a meeting.,ntuli aka kwupụtara nzukọ.
education,Please John studies in always the library. carefully.,John na-amụ na ọba akwụkwọ.
business,Quickly Ada always sold the bag. again.,Ada rere akpa.
food,Quickly Ada really ate egg.,Ada riri akwa.
transportation,Ada boarded a bicycle.,Ada banyere igwe kwụ otu ebe.
government,Now The election was peaceful. now.,Ntuli aka gara nke ọma.
transportation,Please The very airport arrived early. now.,ọdụ ụgbọ elu rutere n'oge.
business,Please The trader really visited Owerri.,Onye ahịa gara Owerri.
food,garri tastes good.,garri na-atọ ụtọ.
government,Please The election was peaceful. immediately.,Ntuli aka gara nke ọma.
weather,Please Chioma likes often the rain. again.,Chioma hụrụ mmiri ozuzo n'anya.
general,Kindly Obinna really is a programmer. carefully.,Obinna bụ onye mmemme kọmputa.
government,Quickly The election sometimes was peaceful. now.,Ntuli aka gara nke ọma.
government,Today The election was peaceful. today.,Ntuli aka gara nke ọma.
health,Chioma has diabetes.,Chioma nwere shuga.
government,David met the government.,David zutere gọọmenti.
agriculture,Tomorrow rice always grows well. now.,osikapa na-eto nke ọma.
agriculture,Ada harvested rice.,Ada kpọrọ osikapa.
government,Quickly Mary sometimes met the minister. carefully.,Mary zutere mịnista.
agriculture,The farmer planted pepper.,Onye ọrụ ugbo kụrụ ose.
general,Chinedu will eat tomorrow.,Chinedu ga rie echi.
general,Chioma will buy tomorrow.,Chioma ga zụ echi.
food,Please Mary always cooked bread.,Mary siri achịcha.
general,Quickly John very lives in Enugu. carefully.,John bi na Enugu.
general,Mary has a computer.,Mary nwere kọmputa.
business,Ada sold the phone.,Ada rere ekwentị.
food,Mary cooked cassava.,Mary siri akpụ.
technology,Emeka uses a keyboard.,Emeka na-eji kiibọdụ.
technology,Tomorrow Chinedu repaired the database. again.,Chinedu rụziri ụlọ nchekwa data.
health,Quickly Emeka sometimes visited the hospital today. now.,Emeka gara ụlọ ọgwụ taa.
technology,Tomorrow Chioma often repaired the computer. now.,Chioma rụziri kọmputa.
business,Grace sold the car.,Grace rere ụgbọala.
health,David visited very the hospital today. now.,David gara ụlọ ọgwụ taa.
health,Please Chioma often has fever.,Chioma nwere ahụ ọkụ.
education,Kindly Obinna studies in really the school. carefully.,Obinna na-amụ na ụlọ akwụkwọ.
weather,Now Obinna likes the weather. today.,Obinna hụrụ ihu igwe n'anya.
weather,The really sun is changing. immediately.,anwụ na-agbanwe.
general,The computer is old.,kọmputa ahụ dị ochie.
transportation,Tomorrow Ada very boarded a motorcycle. again.,Ada banyere ọkada.
weather,Kindly There is often cloud today. immediately.,igwe ojii dị taa.
government,Now Ada met always the minister. now.,Ada zutere mịnista.
weather,There is cloud today.,igwe ojii dị taa.
education,Quickly The classroom is open. again.,ụlọ klas meghere.
general,Please Ada always works carefully.,Ada na-arụ ọrụ nlezianya.
education,The classroom very is open. now.,ụlọ klas meghere.
government,Grace met the minister.,Grace zutere mịnista.
agriculture,Tomorrow maize sometimes grows well. carefully.,ọka na-eto nke ọma.
transportation,Grace boarded really a airport.,Grace banyere ọdụ ụgbọ elu.
weather,Kindly There is really storm today. immediately.,oke ifufe dị taa.
transportation,Please Emeka very travelled to Kano. carefully.,Emeka gara Kano.
transportation,Today Chinedu boarded a airport. today.,Chinedu banyere ọdụ ụgbọ elu.
business,Chioma sold the computer.,Chioma rere kọmputa.
weather,The cloud is changing. again.,igwe ojii na-agbanwe.
government,Now Grace met sometimes the president. carefully.,Grace zutere onye isi ala.
general,Now Obinna is a teacher. carefully.,Obinna bụ onye nkuzi.
government,The senator always announced a meeting. carefully.,senetọ kwupụtara nzukọ.
government,Tomorrow The government announced always a meeting.,gọọmenti kwupụtara nzukọ.
transportation,Ada boarded a motorcycle.,Ada banyere ọkada.
technology,The website always is new. carefully.,weebụsaịtị ahụ dị ọhụrụ.
weather,Obinna often likes the rain. again.,Obinna hụrụ mmiri ozuzo n'anya.
general,Obinna is a engineer.,Obinna bụ injinia.
government,The president announced very a meeting. carefully.,onye isi ala kwupụtara nzukọ.
weather,Today The cloud often is changing. now.,igwe ojii na-agbanwe.
health,Mary has typhoid.,Mary nwere taịfọd.
government,Tomorrow The governor announced a meeting.,gọvanọ kwupụtara nzukọ.
agriculture,Tomorrow The always farmer planted yam. carefully.,Onye ọrụ ugbo kụrụ ji.
government,Kindly The election often was peaceful. again.,Ntuli aka gara nke ọma.
weather,Please The really cloud is changing. immediately.,igwe ojii na-agbanwe.
weather,There is sometimes storm today. immediately.,oke ifufe dị taa.
technology,Kindly Obinna repaired very the database. immediately.,Obinna rụziri ụlọ nchekwa data.
health,Mary has malaria.,Mary nwere iba.
health,Please The doctor often treated malaria. today.,Dọkịta gwọrọ iba.
transportation,Peter travelled to Lagos.,Peter gara Lagos.
education,Mary studies in the library.,Mary na-amụ na ọba akwụkwọ.
technology,Tomorrow The keyboard very is new. carefully.,kiibọdụ ahụ dị ọhụrụ.
transportation,Kindly John boarded always a airport. again.,John banyere ọdụ ụgbọ elu.
education,Now Grace very studies in the assignment. today.,Grace na-amụ na ọrụ ụlọ.
health,Peter visited sometimes the hospital today. immediately.,Peter gara ụlọ ọgwụ taa.
transportation,Grace boarded a airport. carefully.,Grace banyere ọdụ ụgbọ elu.
food,Quickly Grace really ate yam. immediately.,Grace riri ji.
technology,Kindly Chinedu uses always a software.,Chinedu na-eji sọftụwia.
technology,John uses a mouse.,John na-eji maụs.
education,Emeka studies in really the classroom. carefully.,Emeka na-amụ na ụlọ klas.
business,Today The trader visited Owerri. carefully.,Onye ahịa gara Owerri.
agriculture,Grace often harvested pepper. now.,Grace kpọrọ ose.
business,Kindly The trader always visited Onitsha. today.,Onye ahịa gara Ọnịcha.
health,Kindly The always doctor treated typhoid. today.,Dọkịta gwọrọ taịfọd.
business,Quickly Emeka sold the phone. again.,Emeka rere ekwentị.
food,Today cassava always tastes good. today.,akpụ na-atọ ụtọ.
government,Today The president really announced a meeting. carefully.,onye isi ala kwupụtara nzukọ.
government,The senator announced a meeting. today.,senetọ kwupụtara nzukọ.
food,Kindly Obinna sometimes ate garri.,Obinna riri garri.
transportation,Now The always car arrived early. now.,ụgbọala rutere n'oge.
technology,The database is new.,ụlọ nchekwa data ahụ dị ọhụrụ.
government,Please The always senator announced a meeting. now.,senetọ kwupụtara nzukọ.
general,Tomorrow Ada often works slowly. now.,Ada na-arụ ọrụ nwayọọ.
general,Chinedu has a computer.,Chinedu nwere kọmputa.
