domain,english,igbo
health,The doctor advised me to rest.,Dọkịta dụrụ m ọdụ ka m zuru ike.
health,The doctor advised him to drink more water.,Dọkịta dụrụ ya ọdụ ka ọ ṅụọ mmiri karịa.
health,The nurse gave the patient water.,Nọọsụ nyere onye ọrịa ahụ mmiri.
health,The patient drank the medicine.,Onye ọrịa ahụ ṅụrụ ọgwụ ahụ.
health,The patient recovered from the illness.,Onye ọrịa ahụ gbakere n'ọrịa ahụ.
health,She recovered quickly.,Ọ gbakere ngwa ngwa.
health,He is still sick.,Ọ ka na-arịa ọrịa.
health,The illness spread quickly.,Ọrịa ahụ gbasara ngwa ngwa.
health,We must keep the environment clean.,Anyị ga-edebe gburugburu ebe obibi ọcha.
health,Clean surroundings help prevent disease.,Gbasara ebe dị ọcha na-enyere aka igbochi ọrịa.
health,Get enough sleep every night.,Na-arahụ ụra nke ọma kwa abalị.
health,Take care of your health.,Lekọta ahụike gị.
technology,I use a computer.,Ana m eji kọmputa arụ ọrụ.
technology,I am using a computer.,Ana m eji kọmputa arụ ọrụ ugbu a.
technology,The computer is working.,Kọmputa ahụ na-arụ ọrụ.
technology,The computer is not working.,Kọmputa ahụ anaghị arụ ọrụ.
technology,The computer is fast.,Kọmputa ahụ dị ngwa.
technology,The computer is slow.,Kọmputa ahụ na-eji nwayọ arụ ọrụ.
technology,The computer is old.,Kọmputa ahụ bụ nke ochie.
technology,Turn on the computer.,Gbanye kọmputa ahụ.
technology,Turn off the computer.,Gbanyụọ kọmputa ahụ.
technology,Restart the computer.,Malitegharịa kọmputa ahụ.
technology,The computer needs an update.,Kọmputa ahụ chọrọ mmelite.
technology,The screen is bright.,Ihuenyo ahụ na-enwu nke ọma.
technology,The screen is dark.,Ihuenyo ahụ gbara ọchịchịrị.
technology,The screen is broken.,Ihuenyo ahụ agbajiela.
technology,The keyboard is on the table.,Ahụigodo ahụ dị n'elu tebụl.
technology,The mouse is next to the keyboard.,Òké ahụ dị n'akụkụ ahụigodo ahụ.
technology,I am typing a message.,Ana m ede ozi.
technology,He is typing on the keyboard.,Ọ na-eji ahụigodo ede ihe.
technology,She is using the mouse.,Ọ na-eji òké arụ ọrụ.
technology,Click the button.,Pịa bọtịnụ ahụ.
technology,Click the link.,Pịa njikọ ahụ.
technology,Open the file.,Mepee faịlụ ahụ.
technology,Close the file.,Mechie faịlụ ahụ.
technology,Save the file.,Chekwaa faịlụ ahụ.
technology,Delete the file.,Hichapụ faịlụ ahụ.
technology,The file is saved.,A chekwala faịlụ ahụ.
technology,The file is missing.,Faịlụ ahụ efuola.
technology,I created a new file.,Emepụtara m faịlụ ọhụrụ.
technology,The document is ready.,Akwụkwọ ahụ adịla njikere.
technology,Print the document.,Bipụta akwụkwọ ahụ.
technology,The printer is working.,Igwe nbipụta ahụ na-arụ ọrụ.
technology,The printer is not working.,Igwe nbipụta ahụ anaghị arụ ọrụ.
technology,The printer has no paper.,Igwe nbipụta ahụ enweghị akwụkwọ.
technology,I have a mobile phone.,Enwere m ekwentị mkpanaaka.
technology,My phone is ringing.,Ekwentị m na-ada.
technology,My phone is charging.,Ekwentị m na-akwụ ụgwọ.
technology,My phone battery is low.,Batrị ekwentị m adịghịzi ike.
technology,The battery is full.,Batrị ahụ juru.
technology,The battery is empty.,Batrị ahụ agwụla.
technology,Charge the phone.,Kwụnye ekwentị ahụ ka ọ na-akwụ ụgwọ.
technology,The phone is turned off.,E mechiela ekwentị ahụ.
technology,The phone is broken.,Ekwentị ahụ agbajiela.
technology,I received a message.,Enwetara m ozi.
technology,Send me a message.,Zitere m ozi.
technology,He sent an email.,Ọ zitere ozi-e.
technology,Check your email.,Lelee ozi-e gị.
technology,I received an email.,Enwetara m ozi-e.
technology,The email is important.,Ozi-e ahụ dị mkpa.
technology,The internet is fast.,Ịntanetị dị ngwa.
technology,The internet is slow.,Ịntanetị na-eji nwayọ arụ ọrụ.
technology,The internet is not working.,Ịntanetị anaghị arụ ọrụ.
technology,I am connected to the internet.,Ejikọrọ m na ịntanetị.
technology,The connection is weak.,Njikọ ahụ adịghị ike.
technology,The connection is strong.,Njikọ ahụ siri ike.
technology,Connect to the internet.,Jikọọ na ịntanetị.
technology,The network is available.,Netwọk ahụ dị.
technology,The network is not available.,Netwọk ahụ adịghị.
technology,The website is open.,Weebụsaịtị ahụ mepere emepe.
technology,Open the website.,Mepee weebụsaịtị ahụ.
technology,The website is loading.,Weebụsaịtị ahụ na-ebu.
technology,The website is not working.,Weebụsaịtị ahụ anaghị arụ ọrụ.
technology,I searched for information online.,Achọrọ m ozi n'ịntanetị.
technology,Search for the information.,Chọọ ozi ahụ.
technology,Download the file.,Budata faịlụ ahụ.
technology,Upload the document.,Bulite akwụkwọ ahụ.
technology,The download is complete.,Nbudata ahụ agwụla.
technology,The file is uploading.,A na-ebulite faịlụ ahụ.
technology,I opened the application.,Emepụtara m ngwa ahụ.
technology,Close the application.,Mechie ngwa ahụ.
technology,The application is useful.,Ngwa ahụ bara uru.
technology,The application is free.,Ngwa ahụ bụ n'efu.
technology,The application needs an update.,Ngwa ahụ chọrọ mmelite.
technology,Install the application.,Wụnye ngwa ahụ.
technology,Uninstall the application.,Wepụ ngwa ahụ.
technology,The software is easy to use.,Sọftụwia ahụ dị mfe iji.
technology,The software is difficult to use.,Sọftụwia ahụ siri ike iji.
technology,The software has an error.,Sọftụwia ahụ nwere njehie.
technology,Fix the error.,Dozie njehie ahụ.
technology,The system is working.,Sistemụ ahụ na-arụ ọrụ.
technology,The system is not working.,Sistemụ ahụ anaghị arụ ọrụ.
technology,The system is secure.,Sistemụ ahụ nwere nchekwa.
technology,The password is correct.,Paswọọdụ ahụ ziri ezi.
technology,The password is incorrect.,Paswọọdụ ahụ ezighi ezi.
technology,Enter your password.,Tinye paswọọdụ gị.
technology,Change your password.,Gbanwee paswọọdụ gị.
technology,Keep your password secret.,Debe paswọọdụ gị na nzuzo.
technology,The account is locked.,A kpọchiela akaụntụ ahụ.
technology,Create an account.,Mepụta akaụntụ.
technology,Log in to your account.,Banye na akaụntụ gị.
technology,Log out of your account.,Pụọ na akaụntụ gị.
technology,The user is online.,Onye ọrụ ahụ nọ n'ịntanetị.
technology,The user is offline.,Onye ọrụ ahụ anọghị n'ịntanetị.
technology,The data is important.,Data ahụ dị mkpa.
technology,Save your data.,Chekwaa data gị.
technology,The data is secure.,Data ahụ nwere nchekwa.
technology,The database is connected.,Ejikọrọ nchekwa data ahụ.
technology,The database stores information.,Ebe nchekwa data na-echekwa ozi.
technology,The server is running.,Sava ahụ na-arụ ọrụ.
technology,The server is down.,Sava ahụ akwụsịla ịrụ ọrụ.
technology,The website is hosted on a server.,A na-akwado weebụsaịtị ahụ na sava.
technology,The program is running.,Mmemme ahụ na-arụ ọrụ.
technology,The program has an error.,Mmemme ahụ nwere njehie.
technology,Write a computer program.,Dee mmemme kọmputa.
technology,The developer is writing code.,Onye nrụpụta sọftụwia na-ede koodu.
technology,The code is correct.,Koodu ahụ ziri ezi.
technology,The code has an error.,Koodu ahụ nwere njehie.
technology,Test the program.,Nwalee mmemme ahụ.
technology,The program passed the test.,Mmemme ahụ gafere ule ahụ.
technology,Technology is changing quickly.,Teknụzụ na-agbanwe ngwa ngwa.
technology,Technology is useful in education.,Teknụzụ bara uru na agụmakwụkwọ.
technology,Technology helps people communicate.,Teknụzụ na-enyere ndị mmadụ aka ikwurịta okwu.
technology,The internet helps students learn.,Ịntanetị na-enyere ụmụ akwụkwọ aka ịmụ ihe.
technology,We use technology every day.,Anyị na-eji teknụzụ kwa ụbọchị.
technology,The phone has a camera.,Ekwentị ahụ nwere igwefoto.
technology,Take a picture with the camera.,Were igwefoto see foto.
technology,The camera is clear.,Igwefoto ahụ doro anya.
technology,The video is playing.,Vidiyo ahụ na-egwu.
technology,Stop the video.,Kwụsị vidiyo ahụ.
technology,The audio is clear.,Ụda ahụ doro anya.
technology,The microphone is working.,Igwe okwu ahụ na-arụ ọrụ.
technology,The speaker is loud.,Igwe okwu ahụ na-ada ụda nke ukwuu.
technology,Connect the device.,Jikọọ ngwaọrụ ahụ.
technology,The device is connected.,Ejikọrọ ngwaọrụ ahụ.
technology,The device is disconnected.,Ewepụla njikọ ngwaọrụ ahụ.
technology,The machine uses electricity.,Igwe ahụ na-eji ọkụ eletrik.
technology,The electricity is off.,Ọkụ eletrik adịghị.
technology,The electricity is on.,Ọkụ eletrik dị.
technology,Protect your computer from viruses.,Chebe kọmputa gị pụọ na nje kọmputa.
technology,The computer has a virus.,Kọmputa ahụ nwere nje kọmputa.
technology,Scan the computer.,Nyochaa kọmputa ahụ.
technology,The system needs security.,Sistemụ ahụ chọrọ nchekwa.
transportation,How are you going there?,Kedu ka ị ga-esi gaa ebe ahụ?
transportation,I am going by car.,Ana m eji ụgbọala aga.
transportation,I am going by bus.,Ana m eji ụgbọ ala ọha aga.
transportation,I am going by taxi.,Ana m eji tagzi aga.
transportation,We are going by bus.,Anyị na-eji ụgbọ ala ọha aga.
transportation,He is driving a car.,Ọ na-anya ụgbọala.
transportation,She is driving to work.,Ọ na-anya ụgbọala aga ọrụ.
transportation,The driver is driving carefully.,Onye ọkwọ ụgbọala ahụ na-anya ụgbọala nke ọma.
transportation,The driver stopped the car.,Onye ọkwọ ụgbọala ahụ kwụsịrị ụgbọala ahụ.
transportation,The car is moving.,Ụgbọala ahụ na-aga.
transportation,The car stopped.,Ụgbọala ahụ kwụsịrị.
transportation,The car is fast.,Ụgbọala ahụ na-agba ọsọ.
transportation,The car is slow.,Ụgbọala ahụ na-eji nwayọ aga.
transportation,The car is new.,Ụgbọala ahụ bụ nke ọhụrụ.
transportation,The car is old.,Ụgbọala ahụ bụ nke ochie.
transportation,The car is clean.,Ụgbọala ahụ dị ọcha.
transportation,The car is dirty.,Ụgbọala ahụ ruru unyi.
transportation,The bus is full.,Ụgbọ ala ọha ahụ jupụtara.
transportation,The bus is empty.,Ụgbọ ala ọha ahụ tọgbọ chakoo.
transportation,The bus arrived early.,Ụgbọ ala ọha ahụ rutere n'oge.
transportation,The bus arrived late.,Ụgbọ ala ọha ahụ rutere n'oge.
transportation,The bus is waiting outside.,Ụgbọ ala ọha ahụ na-eche n'èzí.
transportation,The taxi is waiting for us.,Tagzi ahụ na-eche anyị.
transportation,Call a taxi.,Kpọọ tagzi.
transportation,The taxi driver is friendly.,Onye ọkwọ tagzi ahụ nwere omume ọma.
transportation,We are waiting for the bus.,Anyị na-eche ụgbọ ala ọha.
transportation,I missed the bus.,Agbaghara m ụgbọ ala ọha.
transportation,The bus left before I arrived.,Ụgbọ ala ọha ahụ pụrụ tupu m erute.
transportation,The train is arriving.,Ụgbọ oloko ahụ na-abịa.
transportation,The train has arrived.,Ụgbọ oloko ahụ erutela.
transportation,The train left the station.,Ụgbọ oloko ahụ hapụrụ ọdụ ụgbọ oloko.
transportation,I am waiting at the station.,Ana m eche n'ọdụ ụgbọ oloko.
transportation,The station is crowded.,Ọdụ ụgbọ oloko ahụ jupụtara na ndị mmadụ.
transportation,The train is crowded.,Ụgbọ oloko ahụ jupụtara na ndị mmadụ.
transportation,The train is fast.,Ụgbọ oloko ahụ na-agba ọsọ.
transportation,The train is slow.,Ụgbọ oloko ahụ na-eji nwayọ aga.
transportation,We travelled by train.,Anyị jiri ụgbọ oloko mee njem.
transportation,The airplane is in the sky.,Ụgbọ elu ahụ dị na mbara igwe.
transportation,The airplane is taking off.,Ụgbọ elu ahụ na-efego.
transportation,The airplane has landed.,Ụgbọ elu ahụ agbadataala.
transportation,The airport is far from here.,Ọdụ ụgbọ elu ahụ dị anya site ebe a.
transportation,I am going to the airport.,Ana m aga ọdụ ụgbọ elu.
transportation,We arrived at the airport.,Anyị rutere n'ọdụ ụgbọ elu.
transportation,The flight was delayed.,Egburu oge ụgbọ elu ahụ.
transportation,The flight is on time.,Ụgbọ elu ahụ na-abịa n'oge.
transportation,The passenger is waiting.,Onye njem ahụ na-eche.
transportation,The passengers entered the bus.,Ndị njem ahụ banyere n'ụgbọ ala ọha.
transportation,The passengers left the bus.,Ndị njem ahụ si n'ụgbọ ala ọha pụta.
transportation,The road is busy.,Ụzọ ahụ jupụtara n'ụgbọala.
transportation,The road is empty.,Ụzọ ahụ tọgbọ chakoo.
transportation,The road is wide.,Ụzọ ahụ sara mbara.
transportation,The road is narrow.,Ụzọ ahụ dị warara.
transportation,The road is long.,Ụzọ ahụ dị ogologo.
transportation,The road is short.,Ụzọ ahụ dị mkpụmkpụ.
transportation,The road is dangerous.,Ụzọ ahụ dị ize ndụ.
transportation,The road is safe.,Ụzọ ahụ dị nchebe.
transportation,The road is damaged.,Ụzọ ahụ emebiwo.
transportation,The road is under construction.,A na-arụzi ụzọ ahụ.
transportation,There is traffic on the road.,Okporo ụzọ jupụtara n'ụgbọala.
transportation,The traffic is heavy.,Ụgbọala juru n'okporo ụzọ.
transportation,The traffic is moving slowly.,Ụgbọala na-eji nwayọ aga n'okporo ụzọ.
transportation,We are stuck in traffic.,Ụgbọala jidere anyị n'okporo ụzọ.
transportation,The traffic light is red.,Ìhè okporo ụzọ ahụ na-acha ọbara ọbara.
transportation,The traffic light is green.,Ìhè okporo ụzọ ahụ na-acha akwụkwọ ndụ.
transportation,The traffic light is yellow.,Ìhè okporo ụzọ ahụ na-acha odo.
transportation,Stop at the traffic light.,Kwụsị n'ebe ìhè okporo ụzọ dị.
transportation,Turn left.,Tụgharịa aka ekpe.
transportation,Turn right.,Tụgharịa aka nri.
transportation,Go straight ahead.,Gaa n'ihu kwụ ọtọ.
transportation,The road is on the left.,Ụzọ ahụ dị n'aka ekpe.
transportation,The road is on the right.,Ụzọ ahụ dị n'aka nri.
transportation,Where is the bus stop?,Ebee ka ebe ụgbọ ala ọha na-akwụsị dị?
transportation,The bus stop is near the market.,Ebe ụgbọ ala ọha na-akwụsị dị nso n'ahịa.
transportation,We reached our destination.,Anyị rutere ebe anyị na-aga.
transportation,The journey was long.,Njem ahụ dị ogologo.
transportation,The journey was short.,Njem ahụ dị mkpụmkpụ.
transportation,The journey was difficult.,Njem ahụ siri ike.
transportation,The journey was easy.,Njem ahụ dị mfe.
transportation,We started the journey early.,Anyị malitere njem ahụ n'oge.
transportation,We arrived late.,Anyị rutere n'oge.
transportation,We arrived safely.,Anyị rutere n'udo.
transportation,Drive slowly.,Jiri nwayọ na-anya ụgbọala.
transportation,Drive carefully.,Jiri nlezianya na-anya ụgbọala.
transportation,Do not drive too fast.,Ananyela ụgbọala ọsọ gabiga ókè.
transportation,Fast driving is dangerous.,Ịnya ụgbọala ọsọ dị ize ndụ.
transportation,Wear your seat belt.,Kechie eriri nchekwa gị.
transportation,The seat belt is important.,Eriri nchekwa dị mkpa.
transportation,The car needs fuel.,Ụgbọala ahụ chọrọ mmanụ ụgbọala.
transportation,The car has no fuel.,Ụgbọala ahụ enweghị mmanụ ụgbọala.
transportation,We stopped at a petrol station.,Anyị kwụsịrị n'ọdụ mmanụ ụgbọala.
transportation,The car needs repairs.,Ụgbọala ahụ chọrọ nrụzi.
transportation,The mechanic repaired the car.,Onye na-arụzi ụgbọala rụziri ụgbọala ahụ.
transportation,The car broke down.,Ụgbọala ahụ mebiri.
transportation,The tire is flat.,Taya ahụ agbawala.
transportation,The engine is not working.,Igwe ụgbọala ahụ anaghị arụ ọrụ.
transportation,The motorcycle is fast.,Ọgba tum tum ahụ na-agba ọsọ.
transportation,He rides a motorcycle.,Ọ na-agba ọgba tum tum.
transportation,She rides a bicycle.,Ọ na-agba igwe.
transportation,I ride my bicycle to school.,Ana m eji igwe aga ụlọ akwụkwọ.
transportation,The bicycle is new.,Igwe ahụ bụ nke ọhụrụ.
transportation,The motorcycle is parked outside.,Ọgba tum tum ahụ dọwara n'èzí.
transportation,The truck is carrying goods.,Ụgbọala ibu ahụ na-ebu ngwongwo.
transportation,The truck is heavy.,Ụgbọala ibu ahụ dị arọ.
transportation,The driver carried the goods to the market.,Onye ọkwọ ụgbọala buru ngwongwo ahụ gaa ahịa.
transportation,The goods arrived safely.,Ngwongwo ahụ rutere n'udo.
transportation,We need a bigger vehicle.,Anyị chọrọ ụgbọala ka ukwuu.
transportation,This vehicle is comfortable.,Ụgbọala a dị mma maka njem.
transportation,The vehicle is expensive.,Ụgbọala ahụ dị oke ọnụ.
transportation,The vehicle is cheap.,Ụgbọala ahụ adịghị ọnụ.
transportation,Public transportation is useful.,Ụgbọ njem ọha bara uru.
transportation,The city has many vehicles.,Obodo ahụ nwere ọtụtụ ụgbọala.
transportation,There are many people on the road.,Ọtụtụ mmadụ nọ n'okporo ụzọ.
transportation,The driver knows the way.,Onye ọkwọ ụgbọala ahụ maara ụzọ.
transportation,Please show me the way.,Biko gosi m ụzọ.
transportation,Which way should we go?,Kedu ụzọ ka anyị ga-esi gaa?
transportation,We took the wrong road.,Anyị soro ụzọ na-ezighi ezi.
transportation,We found the right road.,Anyị chọtara ụzọ ziri ezi.
transportation,The bridge is closed.,A mechiela àkwà mmiri ahụ.
transportation,The bridge is open.,Àkwà mmiri ahụ mepere emepe.
transportation,We crossed the bridge.,Anyị gafere àkwà mmiri ahụ.
transportation,The river is wide.,Osimiri ahụ sara mbara.
transportation,The boat is on the water.,Ụgbọ mmiri ahụ dị n'elu mmiri.
transportation,We travelled by boat.,Anyị jiri ụgbọ mmiri mee njem.
transportation,The boat is moving slowly.,Ụgbọ mmiri ahụ na-eji nwayọ aga.
transportation,The boat arrived at the shore.,Ụgbọ mmiri ahụ rutere n'akụkụ osimiri.
