domain,english,igbo
food,Now Chinedu cooked cassava. today.,Chinedu siri akpụ.
technology,Emeka repaired the mouse.,Emeka rụziri maụs.
technology,Emeka repaired sometimes the mouse. immediately.,Emeka rụziri maụs.
business,Emeka sold the phone.,Emeka rere ekwentị.
business,Quickly Emeka sold very the phone. today.,Emeka rere ekwentị.
health,Today Obinna visited very the hospital today. immediately.,Obinna gara ụlọ ọgwụ taa.
technology,Chioma uses a computer.,Chioma na-eji kọmputa.
technology,Chioma sometimes uses a computer. carefully.,Chioma na-eji kọmputa.
technology,Tomorrow Peter very repaired the computer. now.,Peter rụziri kọmputa.
food,David cooked cassava.,David siri akpụ.
food,Tomorrow David sometimes cooked cassava. now.,David siri akpụ.
government,The election always was peaceful. carefully.,Ntuli aka gara nke ọma.
business,Quickly Emeka sold the phone. again.,Emeka rere ekwentị.
food,garri always tastes good. now.,garri na-atọ ụtọ.
business,Now The sometimes trader visited Lagos. again.,Onye ahịa gara Lagos.
agriculture,Quickly David always harvested cassava. carefully.,David kpọrọ akpụ.
business,Now Ada sold the chair. carefully.,Ada rere oche.
health,Quickly The very doctor treated diabetes.,Dọkịta gwọrọ shuga.
agriculture,maize very grows well. again.,ọka na-eto nke ọma.
government,Tomorrow The government announced always a meeting. again.,gọọmenti kwupụtara nzukọ.
government,Quickly The president announced a meeting. again.,onye isi ala kwupụtara nzukọ.
transportation,Quickly David boarded sometimes a bicycle. today.,David banyere igwe kwụ otu ebe.
food,Kindly cassava tastes good.,akpụ na-atọ ụtọ.
general,The table is new.,tebụl ahụ dị ọhụrụ.
general,The really table is new. carefully.,tebụl ahụ dị ọhụrụ.
business,Ada sold the car.,Ada rere ụgbọala.
business,Tomorrow Ada really sold the car. now.,Ada rere ụgbọala.
education,Please The very school is open. again.,ụlọ akwụkwọ meghere.
food,Obinna cooked cassava.,Obinna siri akpụ.
food,Now Obinna sometimes cooked cassava. today.,Obinna siri akpụ.
government,Obinna met the election.,Obinna zutere ntuli aka.
government,Now Obinna met the election. carefully.,Obinna zutere ntuli aka.
technology,Mary repaired the website.,Mary rụziri weebụsaịtị.
technology,Please Mary repaired very the website. today.,Mary rụziri weebụsaịtị.
food,Obinna cooked soup.,Obinna siri ofe.
food,Kindly Obinna very cooked soup. immediately.,Obinna siri ofe.
government,Peter met the government.,Peter zutere gọọmenti.
government,Please Peter met very the government. again.,Peter zutere gọọmenti.
government,Ada met the minister.,Ada zutere mịnista.
government,Now Ada met always the minister. now.,Ada zutere mịnista.
health,Emeka visited the hospital today. immediately.,Emeka gara ụlọ ọgwụ taa.
agriculture,Tomorrow cocoyam grows well. immediately.,ede na-eto nke ọma.
general,Emeka will sell tomorrow.,Emeka ga ree echi.
general,Kindly Emeka will sometimes sell tomorrow. carefully.,Emeka ga ree echi.
government,Now The always government announced a meeting. carefully.,gọọmenti kwupụtara nzukọ.
agriculture,Now The often farmer planted rice.,Onye ọrụ ugbo kụrụ osikapa.
health,Chioma visited the hospital today.,Chioma gara ụlọ ọgwụ taa.
health,Chioma visited sometimes the hospital today.,Chioma gara ụlọ ọgwụ taa.
food,Now Ada really ate meat.,Ada riri anụ.
agriculture,Tomorrow The really farmer planted rice. again.,Onye ọrụ ugbo kụrụ osikapa.
business,Tomorrow The trader visited Nigeria. today.,Onye ahịa gara Naịjirịa.
general,Kindly The really bag is old. today.,akpa ahụ dị ochie.
health,Please The doctor treated malaria. now.,Dọkịta gwọrọ iba.
education,Quickly Every always police officer needs education.,onye uwe ojii niile chọrọ agụmakwụkwọ.
business,David sold the bag.,David rere akpa.
business,Tomorrow David sold really the bag. now.,David rere akpa.
education,Tomorrow Every teacher sometimes needs education. again.,onye nkuzi niile chọrọ agụmakwụkwọ.
education,Now John studies really in the classroom. today.,John na-amụ na ụlọ klas.
transportation,John travelled to Lagos.,John gara Lagos.
transportation,Quickly John sometimes travelled to Lagos. now.,John gara Lagos.
business,Now Grace always sold the table. again.,Grace rere tebụl.
health,Today The often doctor treated malaria. today.,Dọkịta gwọrọ iba.
general,Ada lives in Lagos.,Ada bi na Lagos.
general,Kindly Ada lives sometimes in Lagos. again.,Ada bi na Lagos.
technology,Now The sometimes software is new. again.,sọftụwia ahụ dị ọhụrụ.
health,Quickly Obinna visited really the hospital today. again.,Obinna gara ụlọ ọgwụ taa.
weather,Kindly The storm often is changing. today.,oke ifufe na-agbanwe.
technology,Grace uses a computer.,Grace na-eji kọmputa.
technology,Quickly Grace often uses a computer. carefully.,Grace na-eji kọmputa.
health,Mary has cholera.,Mary nwere kọlera.
health,Tomorrow Mary very has cholera. today.,Mary nwere kọlera.
agriculture,Quickly The often farmer planted maize. immediately.,Onye ọrụ ugbo kụrụ ọka.
government,The really election was peaceful. now.,Ntuli aka gara nke ọma.
food,fish often tastes good. today.,azụ na-atọ ụtọ.
government,Tomorrow The governor announced a meeting.,gọvanọ kwupụtara nzukọ.
education,Please David very studies in the school.,David na-amụ na ụlọ akwụkwọ.
education,Quickly Every very teacher needs education. now.,onye nkuzi niile chọrọ agụmakwụkwọ.
health,Now Obinna has fever.,Obinna nwere ahụ ọkụ.
health,Now Obinna often has fever. immediately.,Obinna nwere ahụ ọkụ.
weather,Kindly There sometimes is rain today. immediately.,mmiri ozuzo dị taa.
business,Grace bought egg.,Grace zụtara akwa.
business,Kindly Grace always bought egg. again.,Grace zụtara akwa.
government,Kindly The election announced really a meeting. now.,ntuli aka kwupụtara nzukọ.
weather,Today There is often storm today. carefully.,oke ifufe dị taa.
transportation,John travelled to Nigeria.,John gara Naịjirịa.
transportation,Please John travelled to Nigeria. carefully.,John gara Naịjirịa.
technology,Today Chinedu repaired the database.,Chinedu rụziri ụlọ nchekwa data.
general,Kindly Emeka often will sell tomorrow. again.,Emeka ga ree echi.
food,egg tastes good.,akwa na-atọ ụtọ.
food,Kindly egg sometimes tastes good.,akwa na-atọ ụtọ.
technology,Please David uses really a mouse.,David na-eji maụs.
transportation,Emeka boarded a airport.,Emeka banyere ọdụ ụgbọ elu.
transportation,Please Emeka really boarded a airport. immediately.,Emeka banyere ọdụ ụgbọ elu.
transportation,The airport sometimes arrived early. carefully.,ọdụ ụgbọ elu rutere n'oge.
weather,Please The rain often is changing. immediately.,mmiri ozuzo na-agbanwe.
government,Now The government sometimes announced a meeting.,gọọmenti kwupụtara nzukọ.
education,Kindly The always assignment is open. again.,ọrụ ụlọ meghere.
food,Now Chioma ate beans. immediately.,Chioma riri agwa.
food,Kindly John cooked fish. carefully.,John siri azụ.
business,Now Ada sometimes sold the bag. again.,Ada rere akpa.
education,Tomorrow Every always trader needs education. now.,onye ahịa niile chọrọ agụmakwụkwọ.
education,Tomorrow The student is open.,nwa akwụkwọ meghere.
technology,Peter uses a hardware.,Peter na-eji họdụwia.
technology,Peter very uses a hardware. today.,Peter na-eji họdụwia.
government,Peter met the senator.,Peter zutere senetọ.
government,Today Peter met the senator.,Peter zutere senetọ.
technology,Tomorrow Chioma repaired the software. again.,Chioma rụziri sọftụwia.
technology,Chinedu uses a computer.,Chinedu na-eji kọmputa.
technology,Today Chinedu uses always a computer. now.,Chinedu na-eji kọmputa.
technology,David uses a software.,David na-eji sọftụwia.
technology,Kindly David very uses a software. immediately.,David na-eji sọftụwia.
health,Please The doctor very treated malaria.,Dọkịta gwọrọ iba.
government,David met the governor.,David zutere gọvanọ.
government,David met sometimes the governor. again.,David zutere gọvanọ.
government,David met the government.,David zutere gọọmenti.
government,Tomorrow David often met the government. again.,David zutere gọọmenti.
transportation,Grace boarded a road.,Grace banyere ụzọ.
transportation,Quickly Grace boarded sometimes a road. again.,Grace banyere ụzọ.
food,Now Mary very ate fish. carefully.,Mary riri azụ.
transportation,Tomorrow The often road arrived early. immediately.,ụzọ rutere n'oge.
government,Today The election very was peaceful. again.,Ntuli aka gara nke ọma.
education,Every mechanic really needs education. now.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
weather,Now Peter likes the sun. today.,Peter hụrụ anwụ n'anya.
weather,Tomorrow There always is wind today. carefully.,ifufe dị taa.
general,The computer is small.,kọmputa ahụ dị obere.
general,Kindly The often computer is small. immediately.,kọmputa ahụ dị obere.
government,The sometimes president announced a meeting. again.,onye isi ala kwupụtara nzukọ.
government,Quickly The sometimes election was peaceful. today.,Ntuli aka gara nke ọma.
technology,Ada repaired the mouse.,Ada rụziri maụs.
technology,Please Ada repaired sometimes the mouse. carefully.,Ada rụziri maụs.
food,Grace ate fish.,Grace riri azụ.
food,Please Grace really ate fish. again.,Grace riri azụ.
government,Quickly The sometimes election announced a meeting. immediately.,ntuli aka kwupụtara nzukọ.
weather,Obinna likes the sun.,Obinna hụrụ anwụ n'anya.
weather,Now Obinna likes often the sun. today.,Obinna hụrụ anwụ n'anya.
food,Now garri always tastes good.,garri na-atọ ụtọ.
transportation,Emeka travelled to Enugu.,Emeka gara Enugu.
transportation,Quickly Emeka travelled sometimes to Enugu. now.,Emeka gara Enugu.
food,David ate bread.,David riri achịcha.
food,David really ate bread. again.,David riri achịcha.
food,Tomorrow meat sometimes tastes good. carefully.,anụ na-atọ ụtọ.
technology,Tomorrow The hardware is new. carefully.,họdụwia ahụ dị ọhụrụ.
weather,Please The sometimes cloud is changing. carefully.,igwe ojii na-agbanwe.
weather,Tomorrow The storm sometimes is changing. now.,oke ifufe na-agbanwe.
agriculture,Kindly Emeka often harvested yam. immediately.,Emeka kpọrọ ji.
general,Grace has a table.,Grace nwere tebụl.
general,Tomorrow Grace has a table. today.,Grace nwere tebụl.
agriculture,John harvested pepper.,John kpọrọ ose.
agriculture,Please John harvested pepper. today.,John kpọrọ ose.
government,Emeka met always the government. again.,Emeka zutere gọọmenti.
agriculture,Tomorrow tomato very grows well. today.,tomato na-eto nke ọma.
technology,Emeka uses a keyboard.,Emeka na-eji kiibọdụ.
technology,Please Emeka always uses a keyboard. today.,Emeka na-eji kiibọdụ.
technology,Chioma uses a database.,Chioma na-eji ụlọ nchekwa data.
technology,Quickly Chioma uses often a database. carefully.,Chioma na-eji ụlọ nchekwa data.
food,Emeka cooked meat.,Emeka siri anụ.
food,Kindly Emeka really cooked meat. again.,Emeka siri anụ.
agriculture,Please vegetable sometimes grows well. carefully.,akwukwo nri na-eto nke ọma.
government,Today The election sometimes was peaceful. today.,Ntuli aka gara nke ọma.
health,Kindly The sometimes doctor treated fever. now.,Dọkịta gwọrọ ahụ ọkụ.
education,Emeka studies in the student.,Emeka na-amụ na nwa akwụkwọ.
education,Please Emeka studies in very the student.,Emeka na-amụ na nwa akwụkwọ.
food,Mary cooked egg.,Mary siri akwa.
food,Today Mary always cooked egg. carefully.,Mary siri akwa.
agriculture,pepper grows well.,ose na-eto nke ọma.
agriculture,Tomorrow pepper sometimes grows well.,ose na-eto nke ọma.
technology,Today Emeka repaired the software. again.,Emeka rụziri sọftụwia.
transportation,David boarded a car.,David banyere ụgbọala.
transportation,Tomorrow David often boarded a car. now.,David banyere ụgbọala.
agriculture,tomato often grows well.,tomato na-eto nke ọma.
general,The car is old.,ụgbọala ahụ dị ochie.
general,Now The sometimes car is old.,ụgbọala ahụ dị ochie.
agriculture,Mary really harvested pepper. again.,Mary kpọrọ ose.
agriculture,Today David sometimes harvested maize.,David kpọrọ ọka.
health,Tomorrow Obinna always has cholera. now.,Obinna nwere kọlera.
general,Peter will write tomorrow.,Peter ga dee echi.
general,Today Peter really will write tomorrow. today.,Peter ga dee echi.
general,Quickly Chinedu sometimes has a chair.,Chinedu nwere oche.
agriculture,Peter harvested pepper.,Peter kpọrọ ose.
agriculture,Peter very harvested pepper.,Peter kpọrọ ose.
general,David always has a phone. again.,David nwere ekwentị.
government,Now The always election was peaceful. again.,Ntuli aka gara nke ọma.
education,Now Every farmer needs education.,onye ọrụ ugbo niile chọrọ agụmakwụkwọ.
general,Kindly Chioma sometimes will go tomorrow.,Chioma ga gaa echi.
agriculture,Kindly The farmer planted yam. now.,Onye ọrụ ugbo kụrụ ji.
food,Now David often ate bread.,David riri achịcha.
business,Tomorrow The always trader visited Onitsha. immediately.,Onye ahịa gara Ọnịcha.
business,Chinedu sold the bag.,Chinedu rere akpa.
business,Now Chinedu really sold the bag. again.,Chinedu rere akpa.
food,Now garri sometimes tastes good.,garri na-atọ ụtọ.
transportation,Chinedu boarded a road.,Chinedu banyere ụzọ.
transportation,Tomorrow Chinedu boarded very a road. again.,Chinedu banyere ụzọ.
transportation,Today John boarded really a bus. today.,John banyere bọs.
technology,Tomorrow Ada uses often a keyboard. again.,Ada na-eji kiibọdụ.
technology,Chioma repaired the website.,Chioma rụziri weebụsaịtị.
technology,Chioma repaired the website. now.,Chioma rụziri weebụsaịtị.
weather,Kindly Chinedu likes sometimes the wind. carefully.,Chinedu hụrụ ifufe n'anya.
technology,Quickly The very mouse is new. today.,maụs ahụ dị ọhụrụ.
weather,Kindly There is often sun today. now.,anwụ dị taa.
health,Obinna visited really the hospital today. carefully.,Obinna gara ụlọ ọgwụ taa.
food,Grace cooked cassava.,Grace siri akpụ.
food,Quickly Grace sometimes cooked cassava. again.,Grace siri akpụ.
weather,Today Mary likes sometimes the sun.,Mary hụrụ anwụ n'anya.
business,David bought bread.,David zụtara achịcha.
business,Tomorrow David bought bread. now.,David zụtara achịcha.
government,Now The always governor announced a meeting. today.,gọvanọ kwupụtara nzukọ.
food,Quickly garri tastes good. again.,garri na-atọ ụtọ.
agriculture,Tomorrow yam very grows well. now.,ji na-eto nke ọma.
technology,Quickly Mary repaired sometimes the database.,Mary rụziri ụlọ nchekwa data.
health,Quickly The doctor treated flu. today.,Dọkịta gwọrọ oyi.
weather,Kindly Emeka likes often the weather.,Emeka hụrụ ihu igwe n'anya.
weather,Emeka likes the cloud.,Emeka hụrụ igwe ojii n'anya.
weather,Kindly Emeka likes sometimes the cloud. carefully.,Emeka hụrụ igwe ojii n'anya.
food,Now egg really tastes good. today.,akwa na-atọ ụtọ.
general,David will sell tomorrow.,David ga ree echi.
general,Today David will sell tomorrow.,David ga ree echi.
general,Mary has a book.,Mary nwere akwụkwọ.
general,Kindly Mary has always a book.,Mary nwere akwụkwọ.
business,Chinedu bought meat.,Chinedu zụtara anụ.
business,Tomorrow Chinedu very bought meat. immediately.,Chinedu zụtara anụ.
government,John met the governor.,John zutere gọvanọ.
government,Kindly John met often the governor.,John zutere gọvanọ.
food,Now bread really tastes good. again.,achịcha na-atọ ụtọ.
agriculture,Tomorrow The farmer very planted pepper. now.,Onye ọrụ ugbo kụrụ ose.
business,Please Ada really sold the bag. again.,Ada rere akpa.
general,Chioma has a table.,Chioma nwere tebụl.
general,Tomorrow Chioma very has a table.,Chioma nwere tebụl.
government,Chioma met the president.,Chioma zutere onye isi ala.
government,Now Chioma met often the president. now.,Chioma zutere onye isi ala.
business,Grace sold the book.,Grace rere akwụkwọ.
business,Quickly Grace very sold the book.,Grace rere akwụkwọ.
general,The phone is old.,ekwentị ahụ dị ochie.
general,Please The really phone is old. immediately.,ekwentị ahụ dị ochie.
general,Please Peter really works well. now.,Peter na-arụ ọrụ nke ọma.
technology,The website is new.,weebụsaịtị ahụ dị ọhụrụ.
technology,Now The always website is new.,weebụsaịtị ahụ dị ọhụrụ.
government,Now The election always was peaceful. now.,Ntuli aka gara nke ọma.
government,Quickly Mary sometimes met the minister. carefully.,Mary zutere mịnista.
government,Kindly Obinna sometimes met the election. today.,Obinna zutere ntuli aka.
government,Tomorrow The often election announced a meeting.,ntuli aka kwupụtara nzukọ.
agriculture,Quickly Mary very harvested cocoyam. again.,Mary kpọrọ ede.
business,The always trader visited Enugu. immediately.,Onye ahịa gara Enugu.
weather,Now Chioma likes sometimes the rain. again.,Chioma hụrụ mmiri ozuzo n'anya.
weather,There very is cloud today. immediately.,igwe ojii dị taa.
technology,Emeka uses a internet.,Emeka na-eji ịntanet.
technology,Now Emeka very uses a internet. immediately.,Emeka na-eji ịntanet.
transportation,Now The always bicycle arrived early. now.,igwe kwụ otu ebe rutere n'oge.
transportation,Quickly The sometimes road arrived early.,ụzọ rutere n'oge.
technology,Now The very mouse is new. carefully.,maụs ahụ dị ọhụrụ.
transportation,Today David boarded a airport. carefully.,David banyere ọdụ ụgbọ elu.
general,David is a doctor.,David bụ dọkịta.
general,David is sometimes a doctor. today.,David bụ dọkịta.
technology,Mary repaired the internet.,Mary rụziri ịntanet.
technology,Now Mary often repaired the internet. now.,Mary rụziri ịntanet.
education,Kindly Obinna sometimes studies in the student. now.,Obinna na-amụ na nwa akwụkwọ.
government,Tomorrow The election always announced a meeting. now.,ntuli aka kwupụtara nzukọ.
agriculture,Please The farmer planted cassava. carefully.,Onye ọrụ ugbo kụrụ akpụ.
business,Emeka sold the book.,Emeka rere akwụkwọ.
business,Now Emeka sold always the book. carefully.,Emeka rere akwụkwọ.
weather,Today The very cloud is changing. now.,igwe ojii na-agbanwe.
general,The book is old.,akwụkwọ ahụ dị ochie.
general,Kindly The book sometimes is old.,akwụkwọ ahụ dị ochie.
government,Now The election often was peaceful. now.,Ntuli aka gara nke ọma.
food,Today Grace really ate cassava. again.,Grace riri akpụ.
transportation,Emeka boarded a bicycle.,Emeka banyere igwe kwụ otu ebe.
transportation,Please Emeka boarded often a bicycle. carefully.,Emeka banyere igwe kwụ otu ebe.
general,The bag is small.,akpa ahụ dị obere.
general,Now The bag often is small. again.,akpa ahụ dị obere.
government,Please The governor really announced a meeting. again.,gọvanọ kwupụtara nzukọ.
transportation,Peter travelled to Owerri.,Peter gara Owerri.
transportation,Peter really travelled to Owerri. today.,Peter gara Owerri.
health,Peter has typhoid.,Peter nwere taịfọd.
health,Now Peter always has typhoid. today.,Peter nwere taịfọd.
education,Tomorrow Emeka studies in the school. carefully.,Emeka na-amụ na ụlọ akwụkwọ.
weather,Now The weather is changing. carefully.,ihu igwe na-agbanwe.
agriculture,Tomorrow cassava very grows well. carefully.,akpụ na-eto nke ọma.
food,Emeka cooked soup.,Emeka siri ofe.
food,Now Emeka very cooked soup. again.,Emeka siri ofe.
general,Obinna is a driver.,Obinna bụ onye ọkwọ ụgbọala.
general,Tomorrow Obinna is a driver.,Obinna bụ onye ọkwọ ụgbọala.
business,Now Obinna sometimes sold the chair. again.,Obinna rere oche.
business,Grace sold the chair.,Grace rere oche.
business,Today Grace sold the chair. now.,Grace rere oche.
technology,David repaired the software.,David rụziri sọftụwia.
technology,Tomorrow David always repaired the software. immediately.,David rụziri sọftụwia.
general,Chinedu lives in Abuja.,Chinedu bi na Abuja.
general,Tomorrow Chinedu really lives in Abuja.,Chinedu bi na Abuja.
transportation,Today The airport arrived early. carefully.,ọdụ ụgbọ elu rutere n'oge.
business,Today The trader sometimes visited Enugu. again.,Onye ahịa gara Enugu.
technology,Now Mary sometimes uses a hardware. today.,Mary na-eji họdụwia.
agriculture,Please Obinna often harvested rice. today.,Obinna kpọrọ osikapa.
government,David met the election.,David zutere ntuli aka.
government,Please David met always the election.,David zutere ntuli aka.
weather,Tomorrow There is very sun today.,anwụ dị taa.
general,Mary works slowly.,Mary na-arụ ọrụ nwayọọ.
general,Now Mary sometimes works slowly. immediately.,Mary na-arụ ọrụ nwayọọ.
technology,Peter uses a mouse.,Peter na-eji maụs.
technology,Tomorrow Peter uses sometimes a mouse. carefully.,Peter na-eji maụs.
weather,Today There is cloud today. again.,igwe ojii dị taa.
food,Mary ate garri.,Mary riri garri.
food,Quickly Mary ate garri. now.,Mary riri garri.
health,Tomorrow The doctor sometimes treated cholera. immediately.,Dọkịta gwọrọ kọlera.
technology,Obinna repaired the software.,Obinna rụziri sọftụwia.
technology,Today Obinna really repaired the software. again.,Obinna rụziri sọftụwia.
business,The trader really visited Enugu. again.,Onye ahịa gara Enugu.
food,Now Obinna sometimes ate beans. carefully.,Obinna riri agwa.
government,Quickly Peter met always the senator. today.,Peter zutere senetọ.
food,Tomorrow bread tastes good. immediately.,achịcha na-atọ ụtọ.
health,Quickly John visited the really hospital today. immediately.,John gara ụlọ ọgwụ taa.
government,The government always announced a meeting.,gọọmenti kwupụtara nzukọ.
weather,Ada likes the sun.,Ada hụrụ anwụ n'anya.
weather,Today Ada often likes the sun. today.,Ada hụrụ anwụ n'anya.
general,Peter is a student.,Peter bụ nwata akwụkwọ.
general,Quickly Peter is always a student. today.,Peter bụ nwata akwụkwọ.
general,The chair is small.,oche ahụ dị obere.
general,The chair very is small.,oche ahụ dị obere.
general,Chioma has a computer.,Chioma nwere kọmputa.
general,Tomorrow Chioma always has a computer. today.,Chioma nwere kọmputa.
general,John will come tomorrow.,John ga bịa echi.
general,Tomorrow John will always come tomorrow. now.,John ga bịa echi.
transportation,Tomorrow David boarded often a car. carefully.,David banyere ụgbọala.
weather,Kindly There very is weather today. today.,ihu igwe dị taa.
transportation,Now Chinedu travelled very to Nigeria. now.,Chinedu gara Naịjirịa.
transportation,Chioma boarded a airport.,Chioma banyere ọdụ ụgbọ elu.
transportation,Now Chioma sometimes boarded a airport. now.,Chioma banyere ọdụ ụgbọ elu.
agriculture,Today David always harvested cassava. now.,David kpọrọ akpụ.
general,Grace will sell tomorrow.,Grace ga ree echi.
general,Please Grace sometimes will sell tomorrow. now.,Grace ga ree echi.
education,Emeka studies in the teacher.,Emeka na-amụ na onye nkuzi.
education,Kindly Emeka studies in sometimes the teacher. carefully.,Emeka na-amụ na onye nkuzi.
health,Quickly Emeka often visited the hospital today. now.,Emeka gara ụlọ ọgwụ taa.
education,Quickly The really examination is open. now.,ule meghere.
business,Chioma sold the car.,Chioma rere ụgbọala.
business,Quickly Chioma really sold the car. carefully.,Chioma rere ụgbọala.
health,Kindly The doctor sometimes treated typhoid. now.,Dọkịta gwọrọ taịfọd.
health,Obinna has flu.,Obinna nwere oyi.
health,Tomorrow Obinna sometimes has flu.,Obinna nwere oyi.
transportation,Tomorrow Chinedu boarded a bicycle.,Chinedu banyere igwe kwụ otu ebe.
health,Kindly Ada visited the hospital today.,Ada gara ụlọ ọgwụ taa.
general,Please Ada always works carefully.,Ada na-arụ ọrụ nlezianya.
transportation,Mary travelled always to Nigeria. carefully.,Mary gara Naịjirịa.
business,Now The always trader visited Onitsha. again.,Onye ahịa gara Ọnịcha.
business,Chinedu sold the car.,Chinedu rere ụgbọala.
business,Now Chinedu sold really the car. now.,Chinedu rere ụgbọala.
government,John met the government.,John zutere gọọmenti.
government,Now John very met the government. again.,John zutere gọọmenti.
agriculture,pepper really grows well. now.,ose na-eto nke ọma.
weather,Please The cloud really is changing. carefully.,igwe ojii na-agbanwe.
business,John sold the table.,John rere tebụl.
business,Today John very sold the table. carefully.,John rere tebụl.
food,Chinedu ate bread.,Chinedu riri achịcha.
food,Today Chinedu very ate bread. carefully.,Chinedu riri achịcha.
business,Emeka bought soup. carefully.,Emeka zụtara ofe.
government,Now The really election was peaceful. immediately.,Ntuli aka gara nke ọma.
transportation,Chioma travelled to Lagos.,Chioma gara Lagos.
transportation,Kindly Chioma travelled to Lagos. again.,Chioma gara Lagos.
agriculture,The farmer sometimes planted rice.,Onye ọrụ ugbo kụrụ osikapa.
general,Ada is a doctor.,Ada bụ dọkịta.
general,Today Ada is very a doctor. immediately.,Ada bụ dọkịta.
government,Today Chinedu met always the governor. again.,Chinedu zutere gọvanọ.
weather,Today The rain very is changing. again.,mmiri ozuzo na-agbanwe.
agriculture,Tomorrow The very farmer planted vegetable. now.,Onye ọrụ ugbo kụrụ akwukwo nri.
weather,Tomorrow The storm is changing. now.,oke ifufe na-agbanwe.
weather,John likes the sun.,John hụrụ anwụ n'anya.
weather,Now John likes always the sun. again.,John hụrụ anwụ n'anya.
education,Now Peter often studies in the student.,Peter na-amụ na nwa akwụkwọ.
transportation,Tomorrow The road arrived early. immediately.,ụzọ rutere n'oge.
weather,Chinedu likes the sun.,Chinedu hụrụ anwụ n'anya.
weather,Kindly Chinedu likes very the sun. now.,Chinedu hụrụ anwụ n'anya.
government,Now Obinna met sometimes the president. immediately.,Obinna zutere onye isi ala.
weather,Kindly There very is cloud today. again.,igwe ojii dị taa.
education,Kindly The classroom very is open. today.,ụlọ klas meghere.
transportation,Ada boarded really a motorcycle.,Ada banyere ọkada.
education,Please Obinna really studies in the student. carefully.,Obinna na-amụ na nwa akwụkwọ.
government,Today The very election was peaceful. again.,Ntuli aka gara nke ọma.
weather,Please The very cloud is changing. again.,igwe ojii na-agbanwe.
agriculture,Ada harvested cocoyam.,Ada kpọrọ ede.
agriculture,Tomorrow Ada always harvested cocoyam. today.,Ada kpọrọ ede.
education,Kindly Obinna studies in really the school. carefully.,Obinna na-amụ na ụlọ akwụkwọ.
general,The phone is new.,ekwentị ahụ dị ọhụrụ.
general,Today The phone is new. again.,ekwentị ahụ dị ọhụrụ.
technology,Please Grace very uses a database. again.,Grace na-eji ụlọ nchekwa data.
general,Now Mary lives in Onitsha.,Mary bi na Ọnịcha.
weather,Now There is always storm today. today.,oke ifufe dị taa.
education,Kindly Grace studies often in the assignment. today.,Grace na-amụ na ọrụ ụlọ.
education,Today Every always mechanic needs education. today.,onye nrụzi ụgbọala niile chọrọ agụmakwụkwọ.
weather,Please The sun sometimes is changing. carefully.,anwụ na-agbanwe.
food,Kindly Grace often cooked egg. carefully.,Grace siri akwa.
transportation,Quickly Grace boarded really a bus. today.,Grace banyere bọs.
government,The president announced very a meeting. carefully.,onye isi ala kwupụtara nzukọ.
technology,Now Ada repaired always the website. carefully.,Ada rụziri weebụsaịtị.
health,Quickly The doctor often treated typhoid. now.,Dọkịta gwọrọ taịfọd.
weather,There is often sun today. immediately.,anwụ dị taa.
education,Now The student is open. today.,nwa akwụkwọ meghere.
weather,Mary likes the weather.,Mary hụrụ ihu igwe n'anya.
weather,Kindly Mary likes very the weather. now.,Mary hụrụ ihu igwe n'anya.
transportation,Chioma sometimes travelled to Lagos. now.,Chioma gara Lagos.
health,Now Peter visited the hospital today. carefully.,Peter gara ụlọ ọgwụ taa.
general,The book is big.,akwụkwọ ahụ dị ukwu.
general,Tomorrow The often book is big. again.,akwụkwọ ahụ dị ukwu.
food,Kindly Ada really ate meat.,Ada riri anụ.
business,Tomorrow The trader visited Abuja. again.,Onye ahịa gara Abuja.
government,Please The president announced a meeting.,onye isi ala kwupụtara nzukọ.
education,Every really engineer needs education. carefully.,injinia niile chọrọ agụmakwụkwọ.
agriculture,Quickly cassava sometimes grows well. immediately.,akpụ na-eto nke ọma.
agriculture,Today maize often grows well. immediately.,ọka na-eto nke ọma.
education,Now Every police officer really needs education. again.,onye uwe ojii niile chọrọ agụmakwụkwọ.
technology,Quickly The mouse very is new. carefully.,maụs ahụ dị ọhụrụ.
technology,Peter uses a keyboard.,Peter na-eji kiibọdụ.
technology,Please Peter sometimes uses a keyboard. immediately.,Peter na-eji kiibọdụ.
transportation,Quickly The really road arrived early.,ụzọ rutere n'oge.
education,Grace studies in the school.,Grace na-amụ na ụlọ akwụkwọ.
education,Quickly Grace studies in really the school. now.,Grace na-amụ na ụlọ akwụkwọ.
business,Peter sometimes bought egg. immediately.,Peter zụtara akwa.
agriculture,Kindly The farmer planted tomato. immediately.,Onye ọrụ ugbo kụrụ tomato.
technology,Kindly Peter often uses a hardware. immediately.,Peter na-eji họdụwia.
business,Today The trader often visited Enugu. now.,Onye ahịa gara Enugu.
government,Now The always minister announced a meeting. carefully.,mịnista kwupụtara nzukọ.
transportation,Obinna travelled to Abuja.,Obinna gara Abuja.
transportation,Please Obinna travelled always to Abuja.,Obinna gara Abuja.
general,Mary has a table.,Mary nwere tebụl.
general,Now Mary really has a table. again.,Mary nwere tebụl.
business,Kindly The trader really visited Nigeria. immediately.,Onye ahịa gara Naịjirịa.
agriculture,Please The farmer always planted yam. immediately.,Onye ọrụ ugbo kụrụ ji.
technology,Now The software really is new. immediately.,sọftụwia ahụ dị ọhụrụ.
food,Peter often ate soup.,Peter riri ofe.
